user_id,irt_ability
U00491,1.86237507202308
U00431,1.4180693855933615
U00200,1.2054294494908473
U00252,1.1753426010235812
U00580,1.0251025400498803
U00564,0.9595764369310043
U00041,0.8978156257048223
U00217,0.8948657236849058
U00277,0.8888134112839936
U00092,0.8559020699085187
U00271,0.8410614775304438
U00361,0.8000498080987836
U00395,0.7737179074414744
U00367,0.7685278278277454
U00073,0.7602857610824902
U00228,0.7231163885455694
U00337,0.6976353342786145
U00158,0.6936562040204539
U00143,0.6556038493615235
U00118,0.6495688928644959
U00023,0.6150679885942151
U00471,0.597342760851379
U00026,0.5770563756236465
U00319,0.5613466310927556
U00083,0.554391930879986
U00171,0.5509766274913404
U00309,0.5483471921378293
U00226,0.5426401059369133
U00315,0.5311299218863965
U00487,0.5303701940550307
U00464,0.5291986852025453
U00185,0.5179036697910246
U00583,0.5015997802994856
U00533,0.4998859095347505
U00104,0.4904672766200813
U00235,0.47188912925132376
U00178,0.46685113878583534
U00005,0.46177993079173885
U00572,0.4607853347380393
U00398,0.45347541634915767
U00532,0.4533939689069839
U00139,0.44376476469800075
U00547,0.42475252658855017
U00468,0.4224285061451085
U00140,0.4172817815229373
U00062,0.41385908480871136
U00046,0.4128432341976087
U00076,0.40891880791736596
U00128,0.4053392937739696
U00009,0.40134341187660794
U00177,0.4008686570134952
U00379,0.39704033797273297
U00188,0.3876743800797689
U00287,0.38574351060702916
U00124,0.3818441199020832
U00370,0.3814700348315425
U00531,0.3759478914098641
U00463,0.3738694679830471
U00075,0.37113251344181103
U00582,0.37044634197449744
U00145,0.3701856110576654
U00512,0.3651145471639185
U00215,0.36398061124977105
U00584,0.3625742996054394
U00551,0.3569404532073639
U00562,0.34856298406252645
U00032,0.34848252496433885
U00033,0.34598223508617343
U00479,0.3442358003214789
U00147,0.3436767251657711
U00283,0.3436160104485419
U00120,0.34168885201702154
U00080,0.33596464496202516
U00286,0.3351821491680799
U00091,0.33436213092382416
U00313,0.3297320665847585
U00223,0.32944015018261424
U00554,0.32334426793733734
U00151,0.3224139383696704
U00526,0.3198635283254451
U00334,0.3177025948646268
U00406,0.3163212058861457
U00219,0.3127324843417382
U00559,0.3114565014360023
U00386,0.3056591460730597
U00255,0.3037040447462287
U00172,0.3014554639330039
U00166,0.3008726015016705
U00134,0.2988102831900723
U00307,0.2967566111600922
U00096,0.29281317013042524
U00019,0.29279534438381905
U00508,0.29094807638132203
U00099,0.2852688381336119
U00107,0.2823056147026982
U00544,0.2794586367732207
U00599,0.2788607529665946
U00068,0.27541222231101364
U00588,0.27132301446382984
U00343,0.26499295280368584
U00556,0.2638004237632683
U00433,0.2626462628457264
U00093,0.2601202196431829
U00375,0.2587459040373705
U00439,0.25751934896249884
U00350,0.2559788797936681
U00467,0.25229992275122476
U00256,0.25124726869108177
U00515,0.24934152300839688
U00480,0.24900803680163067
U00380,0.24838431079282483
U00022,0.23886094240909686
U00543,0.23544461908894584
U00225,0.23508358169491508
U00342,0.23321796217486046
U00502,0.23157999521884903
U00204,0.23037910777290502
U00527,0.22830668702000403
U00202,0.22798848676179972
U00088,0.2272860303958207
U00507,0.22674912581116813
U00332,0.22621047724903964
U00086,0.2233279723437821
U00449,0.21650402005915376
U00244,0.21546186405081147
U00358,0.21537444990324053
U00598,0.21397875622485454
U00289,0.21180049309243618
U00436,0.211646482326265
U00454,0.20774519127890695
U00288,0.20662097807094484
U00496,0.2061934310138158
U00048,0.20470230041159285
U00125,0.20307939415958845
U00220,0.20001280941607646
U00364,0.19884485058069631
U00224,0.19359564914269917
U00453,0.19168602159027612
U00269,0.19141501209045264
U00568,0.18972949974130315
U00165,0.18964776120712706
U00010,0.18414798656766226
U00351,0.18398413465479055
U00336,0.18309911449364868
U00490,0.1821825181351598
U00071,0.18205133355682082
U00391,0.18177570128710724
U00160,0.17974017343775398
U00197,0.17892918552716894
U00034,0.17810473640289678
U00085,0.17359593071615326
U00320,0.1697984715912659
U00338,0.16838682076258663
U00059,0.16718626200022613
U00248,0.16702935664790747
U00473,0.15638161915277096
U00245,0.1559232463601206
U00294,0.15314577823131242
U00262,0.15201163004181165
U00384,0.14745301810482506
U00536,0.14731300659819352
U00442,0.14557648385467276
U00268,0.14367527102480884
U00450,0.14349010448805544
U00421,0.14157909811335476
U00483,0.14101794030427334
U00192,0.14054080007855024
U00199,0.1399490063893017
U00218,0.13967204746221615
U00424,0.13937196063993157
U00437,0.13725535664890182
U00426,0.1366872344344518
U00310,0.1354728680232406
U00459,0.13504932413462736
U00132,0.13460376432066454
U00004,0.13146428244618283
U00374,0.1300477526612676
U00497,0.12924208487546116
U00385,0.1284631934818413
U00523,0.1267578484090786
U00305,0.12674957903867082
U00038,0.12626397662623254
U00141,0.12464856349971688
U00179,0.1230411186582884
U00460,0.12295649108345796
U00021,0.12286911391691105
U00415,0.12186393337985157
U00538,0.11977894674718638
U00250,0.11969487764160383
U00136,0.11960038211345664
