user_id,section,total_attempts,raw_correct,num_subtopics_attempted,avg_weighted_accuracy,avg_time_sec,total_guessing,raw_accuracy,guessing_rate
U00001,Data Interpretation,19,15,7,0.8157909439912808,24.185714285714287,0,0.7894736842105263,0.0
U00001,Logical Reasoning,54,45,15,0.8298178204565363,33.59,1,0.8333333333333334,0.018518518518518517
U00001,Quantitative Aptitude,52,17,23,0.36898447771335474,67.76376811594203,0,0.3269230769230769,0.0
U00001,Verbal Ability,32,12,11,0.39158056874419744,58.78333333333333,0,0.375,0.0
U00002,Data Interpretation,13,7,8,0.5786727784075681,49.604166666666664,0,0.5384615384615384,0.0
U00002,Logical Reasoning,36,15,15,0.5012476076829933,68.75,0,0.4166666666666667,0.0
U00002,Quantitative Aptitude,42,28,19,0.5915742935205226,34.03771929824561,3,0.6666666666666666,0.07142857142857142
U00002,Verbal Ability,22,14,11,0.6037338644074768,66.79545454545455,0,0.6363636363636364,0.0
U00003,Data Interpretation,12,4,6,0.3433379814193948,50.013888888888886,1,0.3333333333333333,0.08333333333333333
U00003,Logical Reasoning,27,15,13,0.3539059189822992,63.88461538461539,1,0.5555555555555556,0.037037037037037035
U00003,Quantitative Aptitude,41,19,18,0.5114976193379066,66.02777777777777,0,0.4634146341463415,0.0
U00003,Verbal Ability,26,11,12,0.41501274566745505,64.74305555555556,0,0.4230769230769231,0.0
U00004,Data Interpretation,6,3,5,0.4006007588618631,53.6,0,0.5,0.0
U00004,Logical Reasoning,8,6,7,0.7142857142857143,54.285714285714285,0,0.75,0.0
U00004,Quantitative Aptitude,13,10,10,0.7557331427988507,31.333333333333332,0,0.7692307692307693,0.0
U00004,Verbal Ability,7,2,5,0.18331785594572786,47.2,1,0.2857142857142857,0.14285714285714285
U00005,Data Interpretation,3,2,3,0.6666666666666666,48.0,0,0.6666666666666666,0.0
U00005,Logical Reasoning,2,1,2,0.5,19.5,0,0.5,0.0
U00005,Quantitative Aptitude,3,3,3,1.0,28.333333333333332,0,1.0,0.0
U00005,Verbal Ability,3,2,3,0.6666666666666666,61.333333333333336,0,0.6666666666666666,0.0
U00006,Data Interpretation,14,6,9,0.4713484339583075,56.333333333333336,0,0.42857142857142855,0.0
U00006,Logical Reasoning,21,13,11,0.6353876180402144,59.93181818181818,1,0.6190476190476191,0.047619047619047616
U00006,Quantitative Aptitude,38,23,20,0.6066167763642639,54.458333333333336,1,0.6052631578947368,0.02631578947368421
U00006,Verbal Ability,28,14,10,0.5073476196819325,58.11666666666666,0,0.5,0.0
U00007,Data Interpretation,78,43,9,0.572708923341235,41.461485890652554,3,0.5512820512820513,0.038461538461538464
U00007,Logical Reasoning,132,85,16,0.6905410989024467,44.60121076839827,3,0.6439393939393939,0.022727272727272728
U00007,Quantitative Aptitude,177,87,24,0.4685969740221924,74.77025613275613,1,0.4915254237288136,0.005649717514124294
U00007,Verbal Ability,134,84,12,0.7334362461277727,49.30278361344538,1,0.6268656716417911,0.007462686567164179
U00008,Data Interpretation,8,5,6,0.6857638778149037,50.75,0,0.625,0.0
U00008,Logical Reasoning,14,9,11,0.6363636363636364,28.636363636363637,2,0.6428571428571429,0.14285714285714285
U00008,Quantitative Aptitude,27,10,17,0.39055907209830426,60.76960784313725,1,0.37037037037037035,0.037037037037037035
U00008,Verbal Ability,10,7,8,0.6864378348331489,43.125,0,0.7,0.0
U00009,Data Interpretation,26,10,9,0.3511690067012612,76.61296296296297,0,0.38461538461538464,0.0
U00009,Logical Reasoning,49,39,16,0.7916888260712748,35.119791666666664,2,0.7959183673469388,0.04081632653061224
U00009,Quantitative Aptitude,57,40,21,0.7506267474935004,48.2031746031746,1,0.7017543859649122,0.017543859649122806
U00009,Verbal Ability,36,20,12,0.5512114750803969,58.05555555555555,0,0.5555555555555556,0.0
U00010,Data Interpretation,4,1,4,0.25,59.75,0,0.25,0.0
U00010,Logical Reasoning,10,6,8,0.52874828397688,47.25,0,0.6,0.0
U00010,Quantitative Aptitude,20,13,14,0.6977522080582895,31.928571428571427,3,0.65,0.15
U00010,Verbal Ability,13,8,8,0.5937533783777436,67.66666666666667,0,0.6153846153846154,0.0
U00011,Data Interpretation,18,8,7,0.3662463612376968,48.297619047619044,0,0.4444444444444444,0.0
U00011,Logical Reasoning,44,27,16,0.6599089020729237,52.1625,0,0.6136363636363636,0.0
U00011,Quantitative Aptitude,35,18,21,0.5243049412259295,54.67460317460318,0,0.5142857142857142,0.0
U00011,Verbal Ability,35,27,12,0.7208355550299043,38.49722222222223,0,0.7714285714285715,0.0
U00012,Data Interpretation,9,6,6,0.6670618161042707,42.05555555555556,0,0.6666666666666666,0.0
U00012,Logical Reasoning,21,13,13,0.7007113829250967,44.28205128205128,2,0.6190476190476191,0.09523809523809523
U00012,Quantitative Aptitude,11,7,10,0.6581412488928485,58.1,0,0.6363636363636364,0.0
U00012,Verbal Ability,12,7,7,0.6465476486856652,94.5,0,0.5833333333333334,0.0
U00013,Data Interpretation,6,1,5,0.2,80.0,0,0.16666666666666666,0.0
U00013,Logical Reasoning,12,6,10,0.4907483333157561,50.65,0,0.5,0.0
U00013,Quantitative Aptitude,28,15,16,0.5638387860799914,79.65104166666667,0,0.5357142857142857,0.0
U00013,Verbal Ability,12,9,7,0.7897754521887252,30.928571428571427,1,0.75,0.08333333333333333
U00014,Data Interpretation,11,7,6,0.6066043663279761,69.0,0,0.6363636363636364,0.0
U00014,Logical Reasoning,5,3,4,0.7063766396887543,50.375,0,0.6,0.0
